Attrition,EmployeeName,EmployeeID,Designation,PercentSalaryHike,TraininginHours,WorkLifeBalance,Tenure,MonthlySalary,,,,,,,,
NO,Wright,100498,Business Analyst,10,19.5,Good,8," 61,897 ",,,,,,,,
NO,Campbell,100499,Domain Expert,18,39,Good,6," 129,201 ",,,,,,,,
YES,Carter,101279,Data Engineer,14,39,Bad,3," 30,930 ",,,,,,,,
NO,Cole,101464,Data Analyst,6,39,Bad,6," 43,856 ",,,,,,,,
YES,Scott,101466,Business Analyst,6,58.5,Good,3," 64,642 ",,,,,,,,
NO,Higgins,100508,Software Developer,12,58.5,Good,2," 29,175 ",,,,,,,,
NO,Gray,100510,Data Analyst,16,39,Good,7," 46,551 ",,,,,,,,
NO,Johnson,100513,Business Analyst,8,39,Good,11," 89,504 ",,,,,,,,
NO,Cole,100514,Data Analyst,18,78,Good,2," 36,924 ",,,,,,,,
NO,Grant,101479,Business Analyst,10,39,Bad,3," 62,462 ",,,,,,,,
YES,Anderson,101560,Business Analyst,8,117,Bad,3," 75,318 ",,,,,,,,
NO,Farrell,101645,Domain Expert,8,39,Best,1," 64,100 ",,,,,,,,
NO,Hill,100520,Chief Data Scientist,6,58.5,Good,26," 168,922 ",,,,,,,,
NO,Hall,100521,Data Engineer,16,58.5,Good,2," 40,629 ",,,,,,,,
NO,Douglas,100522,Chief Data Scientist,6,78,Bad,5," 228,662 ",,,,,,,,
NO,Harris,100523,Business Analyst,10,58.5,Good,4," 77,037 ",,,,,,,,
NO,Stewart,101674,Software Developer,10,39,Bad,3," 30,483 ",,,,,,,,
NO,Smith,100529,Data Analyst,10,39,Good,14," 52,423 ",,,,,,,,
NO,Ryan,101733,Database Administrator,8,58.5,Good,7," 45,819 ",,,,,,,,
NO,Armstrong,100534,Business Analyst,10,39,Good,11," 98,884 ",,,,,,,,
NO,Holmes,100536,Data Engineer,6,39,Good,11," 53,707 ",,,,,,,,
YES,Mason,101752,Software Developer,8,58.5,Good,3," 32,521 ",,,,,,,,
NO,Elliott,100543,Data Scientist,8,78,Good,6," 93,899 ",,,,,,,,
NO,Bennett,100547,Data Analyst,6,58.5,Good,6," 53,683 ",,,,,,,,
NO,Payne,100548,Data Scientist,14,39,Good,6," 71,771 ",,,,,,,,
NO,Anderson,101903,Domain Expert,10,78,Good,3," 59,304 ",,,,,,,,
NO,Murphy,100047,Domain Expert,10,39,Good,1," 61,570 ",,,,,,,,
YES,Williams,100088,Data Analyst,8,39,Bad,4," 38,768 ",,,,,,,,
NO,Mitchell,100564,Chief Data Scientist,12,39,Good,11," 140,632 ",,,,,,,,
YES,Henderson,100197,Data Analyst,8,58.5,Good,4," 36,235 ",,,,,,,,
NO,Grant,100567,Business Analyst,6,58.5,Good,10," 99,120 ",,,,,,,,
NO,Nelson,100247,Data Analyst,10,58.5,Good,4," 38,532 ",,,,,,,,
YES,Fowler,100249,Data Engineer,10,39,Bad,4," 55,041 ",,,,,,,,
NO,Robinson,100575,Chief Data Scientist,8,39,Bad,4," 210,457 ",,,,,,,,
NO,Nelson,100577,Data Engineer,10,39,Good,6," 49,843 ",,,,,,,,
NO,Craig,100578,Data Engineer,6,58.5,Good,2," 44,540 ",,,,,,,,
NO,Miller,100581,Data Scientist,20,97.5,Best,14," 125,467 ",,,,,,,,
NO,Cunningham,100331,Data Architect,10,39,Good,2," 60,556 ",,,,,,,,
NO,Kelly,100585,Software Developer,8,58.5,Good,4," 35,149 ",,,,,,,,
NO,Armstrong,100586,Domain Expert,6,39,Good,9," 89,929 ",,,,,,,,
NO,Myers,100587,Domain Expert,6,39,Good,2," 115,757 ",,,,,,,,
NO,Chapman,100394,Data Engineer,8,39,Good,4," 37,962 ",,,,,,,,
NO,Barnes,100599,Business Analyst,8,58.5,Good,15," 73,409 ",,,,,,,,
YES,Richardson,100440,Data Analyst,8,78,Bad,4," 40,816 ",,,,,,,,
NO,Cooper,100601,Data Scientist,10,58.5,Good,21," 155,973 ",,,,,,,,
NO,Nelson,100602,Data Engineer,6,58.5,Good,9," 44,246 ",,,,,,,,
NO,Alexander,100604,Business Analyst,8,39,Best,7," 77,556 ",,,,,,,,
NO,Scott,100605,Data Scientist,16,97.5,Bad,11," 87,266 ",,,,,,,,
NO,Allen,100606,Business Analyst,14,58.5,Best,9," 56,617 ",,,,,,,,
NO,Turner,100612,Chief Data Scientist,14,39,Good,7," 190,697 ",,,,,,,,
NO,Grant,100478,Software Developer,6,58.5,Bad,2," 28,617 ",,,,,,,,
NO,Hill,100616,Domain Expert,12,58.5,Good,9," 80,254 ",,,,,,,,
NO,Johnston,100650,Business Analyst,12,39,Best,5," 49,877 ",,,,,,,,
NO,Murray,100620,Business Analyst,10,58.5,Good,6," 57,253 ",,,,,,,,
NO,Barrett,100686,Software Developer,6,39,Good,8," 31,332 ",,,,,,,,
YES,Dixon,100805,Software Developer,10,19.5,Bad,4," 30,306 ",,,,,,,,
NO,Anderson,100623,Data Scientist,12,58.5,Best,7," 88,268 ",,,,,,,,
NO,Turner,100624,Domain Expert,6,58.5,Bad,3," 124,040 ",,,,,,,,
NO,Bailey,100819,Data Scientist,10,58.5,Good,4," 62,733 ",,,,,,,,
NO,Smith,100847,Database Administrator,12,19.5,Bad,4," 44,033 ",,,,,,,,
NO,Murray,100634,Domain Expert,14,78,Good,2," 115,757 ",,,,,,,,
NO,Richards,100635,Data Scientist,6,39,Bad,7," 75,965 ",,,,,,,,
NO,Kelly,100638,Chief Data Scientist,12,78,Good,30," 229,793 ",,,,,,,,
NO,Rogers,100641,Business Analyst,14,97.5,Best,6," 73,903 ",,,,,,,,
YES,Russell,100874,Data Engineer,18,39,Bad,4," 33,204 ",,,,,,,,
NO,Barrett,100648,Software Developer,12,39,Best,2," 33,955 ",,,,,,,,
NO,Barnes,100649,Data Analyst,8,58.5,Good,7," 42,678 ",,,,,,,,
YES,Ferguson,100896,Software Developer,14,58.5,Good,4," 32,993 ",,,,,,,,
NO,Richardson,100652,Data Engineer,8,58.5,Good,4," 43,373 ",,,,,,,,
NO,Warren,100653,Business Analyst,16,78,Best,8," 64,336 ",,,,,,,,
NO,Phillips,100661,Chief Data Scientist,8,58.5,Bad,2," 195,917 ",,,,,,,,
NO,Kelly,100665,Database Administrator,6,19.5,Best,3," 70,522 ",,,,,,,,
NO,Morrison,100666,Software Developer,12,58.5,Good,9," 30,389 ",,,,,,,,
NO,Brown,100926,Data Engineer,12,58.5,Bad,2," 59,147 ",,,,,,,,
NO,Murray,100669,Software Developer,6,39,Good,4," 40,616 ",,,,,,,,
NO,Perkins,100677,Business Analyst,6,58.5,Good,6," 83,707 ",,,,,,,,
NO,Barrett,100679,Data Scientist,6,39,Bad,7," 74,492 ",,,,,,,,
NO,Adams,100682,Business Analyst,14,39,Best,15," 98,754 ",,,,,,,,
NO,Grant,100974,Software Developer,8,97.5,Bad,4," 25,415 ",,,,,,,,
YES,Miller,100995,Data Analyst,12,78,Good,4," 40,676 ",,,,,,,,
NO,Dixon,100689,Data Scientist,10,39,Good,11," 111,162 ",,,,,,,,
NO,Hill,101411,Data Engineer,12,117,Best,2," 42,761 ",,,,,,,,
NO,Campbell,100742,Chief Data Scientist,8,39,Good,9," 138,015 ",,,,,,,,
NO,Wright,100743,Data Scientist,8,78,Best,2," 92,627 ",,,,,,,,
NO,Warren,101415,Data Engineer,6,39,Bad,4," 38,048 ",,,,,,,,
NO,Brown,100747,Business Analyst,18,39,Bad,9," 62,497 ",,,,,,,,
NO,Fowler,100749,Software Developer,6,117,Good,2," 31,131 ",,,,,,,,
NO,Parker,101428,Business Analyst,8,58.5,Good,2," 56,311 ",,,,,,,,
NO,Barnes,100754,Business Analyst,12,97.5,Good,3," 80,172 ",,,,,,,,
NO,Dixon,100757,Domain Expert,6,39,Good,6," 72,371 ",,,,,,,,
NO,Carter,100760,Database Administrator,10,58.5,Bad,9," 75,282 ",,,,,,,,
NO,Mitchell,100762,Domain Expert,6,19.5,Bad,11," 130,828 ",,,,,,,,
YES,Cole,101436,Business Analyst,8,58.5,Bad,4," 66,539 ",,,,,,,,
NO,Kelley,101439,Data Scientist,6,39,Best,1," 51,845 ",,,,,,,,
YES,Howard,101486,Software Developer,10,58.5,Best,4," 34,276 ",,,,,,,,
NO,Bennett,100772,Data Engineer,10,39,Good,11," 62,557 ",,,,,,,,
YES,Harris,101513,Data Engineer,8,58.5,Good,4," 37,470 ",,,,,,,,
NO,Stewart,101607,Data Scientist,8,58.5,Best,2," 68,786 ",,,,,,,,
NO,Wright,101627,Data Analyst,10,58.5,Good,4," 36,163 ",,,,,,,,
NO,Wilson,100781,Business Analyst,18,97.5,Bad,7," 72,820 ",,,,,,,,
NO,Ferguson,100784,Data Analyst,12,58.5,Good,3," 41,299 ",,,,,,,,
NO,Hawkins,101647,Data Scientist,12,0,Best,3," 56,245 ",,,,,,,,
NO,Elliott,100786,Business Analyst,16,97.5,Good,7," 73,927 ",,,,,,,,
NO,Harris,100789,Business Analyst,10,19.5,Good,11," 89,398 ",,,,,,,,
NO,Alexander,100791,Data Analyst,12,58.5,Good,5," 50,173 ",,,,,,,,
NO,Cunningham,100792,Data Engineer,8,39,Good,3," 51,422 ",,,,,,,,
YES,Mitchell,101651,Domain Expert,6,78,Good,4," 94,359 ",,,,,,,,
YES,Armstrong,101682,Domain Expert,8,39,Bad,4," 63,004 ",,,,,,,,
NO,Grant,101735,Data Scientist,8,58.5,Bad,2," 56,724 ",,,,,,,,
NO,Gray,100800,Business Analyst,14,58.5,Good,5," 51,162 ",,,,,,,,
NO,Holmes,100803,Data Scientist,6,39,Good,16," 70,463 ",,,,,,,,
NO,Andrews,100804,Data Analyst,6,58.5,Good,7," 51,622 ",,,,,,,,
NO,Perkins,101886,Domain Expert,6,39,Good,4," 76,533 ",,,,,,,,
NO,Jones,100806,Data Engineer,16,39,Good,3," 45,165 ",,,,,,,,
NO,Kate-II,100808,Business Analyst,12,19.5,Good,4," 76,590 ",,,,,,,,
NO,Sabrina-II,100811,Data Engineer,16,39,Good,1," 38,865 ",,,,,,,,
YES,Lilianna-II,100019,Data Engineer,8,78,Good,5," 36,789 ",,,,,,,,
NO,Ada-II,100813,Data Engineer,14,58.5,Good,6," 37,105 ",,,,,,,,
NO,Nicole-II,100815,Chief Data Scientist,10,58.5,Good,5," 207,842 ",,,,,,,,
NO,Jenna-II,100031,Data Analyst,6,39,Good,3," 35,675 ",,,,,,,,
NO,Fenton-II,100817,Chief Data Scientist,6,58.5,Best,14," 137,756 ",,,,,,,,
YES,Abigail-II,100179,Data Scientist,10,39,Good,5," 53,484 ",,,,,,,,
NO,Adrianna-II,100284,Data Analyst,10,39,Bad,5," 45,496 ",,,,,,,,
NO,Michelle-II,100825,Chief Data Scientist,6,39,Good,30," 226,777 ",,,,,,,,
NO,Kevin-II,100827,Data Scientist,8,78,Good,5," 71,429 ",,,,,,,,
NO,David-II,100315,Data Analyst,8,58.5,Bad,5," 46,391 ",,,,,,,,
NO,Melanie-II,100830,Data Scientist,6,58.5,Good,15," 72,607 ",,,,,,,,
NO,Rosie-II,100832,Data Engineer,8,117,Good,2," 60,023 ",,,,,,,,
NO,Nicholas-II,100833,Data Scientist,18,78,Bad,1," 81,032 ",,,,,,,,
NO,April-II,100837,Domain Expert,10,58.5,Bad,5," 74,092 ",,,,,,,,
NO,Sam-II,100840,Business Analyst,12,58.5,Best,10," 70,187 ",,,,,,,,
YES,Eric-II,100330,Software Developer,6,97.5,Good,5," 38,603 ",,,,,,,,
NO,Freddie-II,100843,Chief Data Scientist,18,58.5,Good,5," 202,185 ",,,,,,,,
NO,Andrew-II,100844,Chief Data Scientist,10,58.5,Good,10," 150,918 ",,,,,,,,
NO,Samantha-II,100845,Data Scientist,16,58.5,Best,9," 120,435 ",,,,,,,,
NO,Emily-II,100846,Business Analyst,14,39,Good,9," 56,311 ",,,,,,,,
NO,Derek-II,100450,Data Scientist,6,78,Good,2," 57,372 ",,,,,,,,
NO,Edgar-II,100469,Data Scientist,8,58.5,Good,3," 54,779 ",,,,,,,,
YES,Alan-II,100584,Data Engineer,8,39,Good,5," 40,157 ",,,,,,,,
NO,Ryan-II,100631,Software Developer,12,39,Good,12," 55,464 ",,,,,,,,
NO,Abigail-II,100857,Business Analyst,8,19.5,Bad,14," 73,067 ",,,,,,,,
NO,Nicholas-II,100667,Data Engineer,6,58.5,Bad,1," 39,832 ",,,,,,,,
NO,Cherry-II,100861,Data Analyst,6,58.5,Bad,6," 44,316 ",,,,,,,,
NO,Owen-II,100867,Data Scientist,16,58.5,Good,10," 162,913 ",,,,,,,,
NO,Olivia-II,100868,Business Analyst,14,39,Good,2," 74,635 ",,,,,,,,
NO,Antony-II,100723,Domain Expert,6,78,Good,2," 80,077 ",,,,,,,,
NO,Carina-II,100872,Data Scientist,16,39,Bad,3," 56,264 ",,,,,,,,
NO,Arnold-II,100796,Business Analyst,12,39,Bad,5," 62,757 ",,,,,,,,
NO,Adelaide-II,100880,Data Scientist,14,39,Good,18," 125,902 ",,,,,,,,
YES,Eric-II,100797,Data Analyst,10,39,Bad,5," 38,648 ",,,,,,,,
YES,Luke-II,100854,Data Analyst,8,58.5,Bad,5," 40,346 ",,,,,,,,
NO,Hailey-II,100887,Data Analyst,10,39,Good,5," 42,184 ",,,,,,,,
YES,James-II,100916,Business Analyst,8,58.5,Good,5," 57,832 ",,,,,,,,
NO,Aldus-II,100889,Business Analyst,8,58.5,Good,11," 76,873 ",,,,,,,,
NO,Adele-II,100893,Software Developer,14,58.5,Good,3," 34,159 ",,,,,,,,
NO,Belinda-II,100894,Data Engineer,8,19.5,Bad,6," 61,638 ",,,,,,,,
NO,Rubie-II,101010,Software Developer,18,39,Best,2," 44,103 ",,,,,,,,
NO,Edith-II,101908,Data Scientist,8,19.5,Best,1," 64,889 ",,,,,,,,
NO,Clark-II,100975,Business Analyst,10,58.5,Good,6," 54,213 ",,,,,,,,
NO,Gianna-II,100977,Data Analyst,18,78,Good,2," 39,210 ",,,,,,,,
NO,Wilson-II,100982,Business Analyst,6,39,Best,9," 85,592 ",,,,,,,,
NO,Sarah-II,100014,Software Developer,14,97.5,Good,9," 37,696 ",,,,,,,,
NO,Alina-II,100984,Business Analyst,8,39,Good,11," 92,178 ",,,,,,,,
NO,Mary-II,100985,Business Analyst,12,58.5,Good,9," 92,851 ",,,,,,,,
NO,Kellan-II,100987,Data Scientist,14,58.5,Best,20," 59,704 ",,,,,,,,
YES,Albert-II,100016,Data Analyst,12,19.5,Bad,6," 43,211 ",,,,,,,,
NO,Tess-II,100991,Data Analyst,16,0,Good,4," 42,349 ",,,,,,,,
NO,Alen-II,100994,Data Analyst,14,97.5,Good,1," 38,326 ",,,,,,,,
YES,Amelia-II,100023,Data Architect,10,58.5,Good,6," 70,536 ",,,,,,,,
NO,Alexia-II,100997,Chief Data Scientist,16,19.5,Bad,6," 205,014 ",,,,,,,,
NO,Joyce-II,100110,Data Analyst,10,39,Good,9," 54,276 ",,,,,,,,
NO,Lucas-II,100999,Chief Data Scientist,12,39,Best,19," 228,815 ",,,,,,,,
YES,Penelope-II,100129,Business Analyst,10,58.5,Best,6," 51,753 ",,,,,,,,
NO,Chester-II,101002,Data Engineer,10,39,Good,10," 42,808 ",,,,,,,,
NO,Alexia-II,100161,Data Analyst,12,39,Good,6," 43,481 ",,,,,,,,
NO,Rafael-II,101005,Data Scientist,12,39,Good,13," 164,645 ",,,,,,,,
NO,Tony-II,101007,Data Scientist,8,58.5,Good,9," 127,788 ",,,,,,,,
NO,Kellan-II,100226,Data Architect,10,97.5,Good,3," 77,240 ",,,,,,,,
NO,Carlos-II,101013,Data Scientist,6,39,Good,11," 126,539 ",,,,,,,,
NO,Maya-II,101014,Domain Expert,6,58.5,Bad,17," 122,403 ",,,,,,,,
NO,Chloe-II,101015,Chief Data Scientist,6,78,Bad,9," 134,516 ",,,,,,,,
YES,Carlos-II,100233,Data Analyst,10,58.5,Bad,6," 41,632 ",,,,,,,,
YES,Alfred-II,100239,Data Engineer,6,78,Good,6," 32,782 ",,,,,,,,
YES,Emma-II,100297,Data Analyst,6,97.5,Good,6," 44,283 ",,,,,,,,
NO,Tara-II,101024,Domain Expert,8,58.5,Good,16," 129,603 ",,,,,,,,
NO,Paige-II,100336,Data Architect,6,39,Bad,3," 73,776 ",,,,,,,,
NO,Aston-II,101026,Data Scientist,10,58.5,Good,22," 150,140 ",,,,,,,,
NO,Edward-II,101028,Data Engineer,14,78,Bad,4," 46,154 ",,,,,,,,
NO,Marcus-II,101032,Data Scientist,8,78,Good,6," 161,735 ",,,,,,,,
NO,Vivian-II,100355,Database Administrator,6,39,Best,8," 76,852 ",,,,,,,,
NO,Joyce-II,101034,Domain Expert,8,58.5,Good,9," 75,235 ",,,,,,,,
NO,Briony-II,101035,Chief Data Scientist,16,58.5,Good,22," 235,344 ",,,,,,,,
NO,Antony-II,101036,Business Analyst,6,19.5,Good,2," 80,843 ",,,,,,,,
YES,James-II,100373,Data Engineer,6,78,Good,6," 37,823 ",,,,,,,,
NO,Aston-II,101040,Business Analyst,6,58.5,Good,14," 74,788 ",,,,,,,,
NO,Gianna-II,100390,Database Administrator,8,58.5,Good,4," 78,897 ",,,,,,,,
NO,Ada-II,101043,Data Scientist,8,39,Good,22," 128,199 ",,,,,,,,
NO,Lucia-II,101044,Software Developer,14,39,Bad,3," 27,596 ",,,,,,,,
NO,Vincent-II,101046,Data Engineer,6,39,Good,9," 47,426 ",,,,,,,,
NO,Freddie-II,101050,Business Analyst,6,39,Good,16," 88,668 ",,,,,,,,
YES,Alexia-II,100422,Domain Expert,8,39,Good,6," 66,693 ",,,,,,,,
NO,Julia-II,100423,Data Engineer,10,78,Good,2," 79,471 ",,,,,,,,
NO,Brooke-II,101055,Software Developer,14,39,Good,2," 26,158 ",,,,,,,,
NO,Amber-II,101061,Chief Data Scientist,6,39,Bad,9," 226,671 ",,,,,,,,
NO,Kelvin-II,101066,Business Analyst,8,58.5,Bad,8," 98,931 ",,,,,,,,
NO,Miranda-II,101069,Chief Data Scientist,12,0,Good,3," 231,266 ",,,,,,,,
NO,Vivian-II,101073,Data Scientist,6,39,Bad,15," 104,375 ",,,,,,,,
NO,Sabrina-II,100437,Domain Expert,6,58.5,Good,5," 65,423 ",,,,,,,,
NO,Chelsea-II,100502,Business Analyst,8,58.5,Bad,6," 62,497 ",,,,,,,,
NO,Byron-II,101080,Data Analyst,18,39,Good,14," 54,379 ",,,,,,,,
NO,Hailey-II,100507,Business Analyst,6,39,Bad,8," 50,196 ",,,,,,,,
NO,Catherine-II,101082,Domain Expert,6,39,Bad,11," 102,771 ",,,,,,,,
NO,Anna-II,101083,Data Engineer,10,39,Good,6," 46,603 ",,,,,,,,
NO,Carl-II,101084,Data Scientist,10,19.5,Bad,7," 117,323 ",,,,,,,,
YES,Sydney-II,100515,Data Engineer,6,39,Bad,6," 35,750 ",,,,,,,,
NO,Myra-II,101088,Domain Expert,12,78,Bad,20," 103,962 ",,,,,,,,
NO,Patrick-II,101092,Domain Expert,14,78,Good,12," 121,625 ",,,,,,,,
NO,Paige-II,101094,Data Engineer,14,78,Good,4," 54,449 ",,,,,,,,
NO,Cadie-II,101096,Data Scientist,12,78,Good,4," 129,331 ",,,,,,,,
NO,Lucy-II,101097,Data Analyst,8,78,Best,9," 43,126 ",,,,,,,,
NO,April-II,101099,Domain Expert,10,39,Good,4," 83,883 ",,,,,,,,
NO,Alisa-II,101101,Data Analyst,16,78,Good,14," 53,118 ",,,,,,,,
NO,Melissa-II,101103,Domain Expert,12,19.5,Bad,7," 91,389 ",,,,,,,,
NO,Darcy-II,101105,Business Analyst,8,97.5,Good,2," 78,875 ",,,,,,,,
YES,Samantha-II,100516,Business Analyst,6,97.5,Good,6," 67,340 ",,,,,,,,
YES,Abigail-II,100517,Data Engineer,10,97.5,Good,6," 30,353 ",,,,,,,,
NO,Owen-II,100527,Business Analyst,12,58.5,Good,2," 52,871 ",,,,,,,,
YES,Lily-II,100533,Business Analyst,6,117,Good,6," 77,497 ",,,,,,,,
NO,Kimberly-II,100554,Data Analyst,8,78,Good,4," 43,256 ",,,,,,,,
NO,Madaline-II,101114,Business Analyst,12,58.5,Good,4," 50,690 ",,,,,,,,
NO,Charlie-II,101115,Data Analyst,12,39,Good,1," 35,102 ",,,,,,,,
NO,Max-II,100574,Domain Expert,14,39,Bad,2," 78,654 ",,,,,,,,
NO,Alisa-II,101118,Domain Expert,14,78,Good,9," 123,074 ",,,,,,,,
NO,Heather-II,101121,Data Scientist,12,58.5,Bad,10," 90,200 ",,,,,,,,
NO,Abigail-II,101125,Business Analyst,10,39,Good,2," 86,617 ",,,,,,,,
NO,Miley-II,101126,Data Scientist,6,19.5,Good,9," 127,493 ",,,,,,,,
NO,Madaline-II,101127,Domain Expert,6,78,Good,19," 143,389 ",,,,,,,,
NO,Harold-II,101128,Chief Data Scientist,8,39,Best,21," 231,255 ",,,,,,,,
NO,Michael-II,101133,Data Scientist,14,0,Good,12," 91,661 ",,,,,,,,
NO,Aiden-II,100716,Domain Expert,10,58.5,Best,2," 89,652 ",,,,,,,,
NO,Oliver-II,100744,Data Architect,8,97.5,Best,6," 89,526 ",,,,,,,,
YES,Emily-II,100785,Business Analyst,6,39,Good,6," 75,377 ",,,,,,,,
YES,Ryan-II,100799,Data Scientist,6,78,Good,6," 64,630 ",,,,,,,,
NO,Samantha-II,101148,Data Engineer,14,58.5,Good,2," 50,337 ",,,,,,,,
YES,Julian-II,100852,Domain Expert,6,39,Bad,6," 69,909 ",,,,,,,,
NO,Adrian-II,100859,Database Administrator,12,58.5,Bad,3," 51,881 ",,,,,,,,
NO,Abigail-IV,101655,Chief Data Scientist,10,39,Good,5," 193,396 ",,,,,,,,
NO,Adrianna-IV,101656,Chief Data Scientist,10,58.5,Good,15," 156,350 ",,,,,,,,
NO,Michelle-IV,101657,Software Developer,14,58.5,Good,3," 32,793 ",,,,,,,,
NO,Kevin-IV,101661,Domain Expert,14,58.5,Good,16," 164,562 ",,,,,,,,
NO,David-IV,101664,Domain Expert,14,58.5,Good,6," 80,620 ",,,,,,,,
NO,Melanie-IV,101666,Chief Data Scientist,18,58.5,Good,15," 207,418 ",,,,,,,,
NO,Rosie-IV,101667,Business Analyst,18,39,Best,12," 53,979 ",,,,,,,,
NO,Nicholas-IV,101668,Data Analyst,10,78,Best,14," 55,793 ",,,,,,,,
NO,April-IV,101771,Data Engineer,10,39,Good,10," 66,892 ",,,,,,,,
YES,Sam-IV,101778,Database Administrator,8,97.5,Good,10," 41,701 ",,,,,,,,
NO,Eric-IV,101888,Data Architect,8,39,Bad,10," 78,641 ",,,,,,,,
NO,Freddie-IV,101678,Business Analyst,10,39,Good,3," 83,447 ",,,,,,,,
NO,Andrew-IV,101680,Software Developer,6,58.5,Good,3," 32,144 ",,,,,,,,
NO,Samantha-IV,101681,Business Analyst,20,39,Good,7," 63,251 ",,,,,,,,
YES,Emily-IV,100124,Domain Expert,8,78,Bad,11," 57,173 ",,,,,,,,
YES,Derek-IV,100204,Business Analyst,8,58.5,Good,11," 65,881 ",,,,,,,,
YES,Edgar-IV,100253,Data Architect,8,39,Good,11," 76,761 ",,,,,,,,
NO,Alan-IV,101689,Domain Expert,10,39,Good,5," 82,541 ",,,,,,,,
NO,Ryan-IV,100283,Data Engineer,12,58.5,Bad,5," 71,255 ",,,,,,,,
YES,Abigail-IV,100296,Chief Data Scientist,10,78,Bad,11," 137,519 ",,,,,,,,
NO,Nicholas-IV,101693,Data Engineer,14,97.5,Good,8," 30,283 ",,,,,,,,
NO,Cherry-IV,100550,Data Analyst,12,97.5,Bad,14," 56,677 ",,,,,,,,
NO,Owen-IV,101696,Data Engineer,8,58.5,Best,10," 46,967 ",,,,,,,,
NO,Olivia-IV,101697,Domain Expert,14,39,Best,2," 128,235 ",,,,,,,,
NO,Antony-IV,101702,Software Developer,16,39,Good,4," 36,807 ",,,,,,,,
NO,Carina-IV,101703,Domain Expert,14,39,Good,9," 92,840 ",,,,,,,,
NO,Arnold-IV,101704,Data Analyst,8,39,Best,6," 58,091 ",,,,,,,,
NO,Adelaide-IV,101706,Business Analyst,12,58.5,Good,11," 92,461 ",,,,,,,,
NO,Eric-IV,101707,Data Analyst,10,19.5,Good,6," 51,858 ",,,,,,,,
NO,Luke-IV,101709,Data Engineer,12,39,Good,6," 35,042 ",,,,,,,,
NO,Hailey-IV,101710,Software Developer,10,39,Bad,12," 53,047 ",,,,,,,,
NO,James-IV,101712,Domain Expert,18,58.5,Good,24," 126,644 ",,,,,,,,
NO,Aldus-IV,101719,Chief Data Scientist,6,39,Good,22," 196,824 ",,,,,,,,
YES,Adele-IV,100621,Business Analyst,6,58.5,Good,11," 62,887 ",,,,,,,,
NO,Belinda-IV,101721,Data Engineer,8,39,Best,6," 40,969 ",,,,,,,,
NO,Rubie-IV,101722,Database Administrator,14,78,Good,4," 75,765 ",,,,,,,,
NO,Max-IV,101724,Data Scientist,10,58.5,Good,2," 76,779 ",,,,,,,,
NO,Paige-IV,101725,Data Engineer,8,39,Best,7," 46,037 ",,,,,,,,
YES,Lana-IV,100702,Data Analyst,6,58.5,Good,11," 39,450 ",,,,,,,,
NO,Richard-IV,101728,Data Scientist,10,58.5,Good,8," 81,103 ",,,,,,,,
NO,Miranda-IV,100722,Business Analyst,6,39,Bad,11," 63,582 ",,,,,,,,
YES,Vanessa-IV,100780,Data Analyst,8,39,Bad,11," 38,649 ",,,,,,,,
YES,April-IV,100881,Data Analyst,14,58.5,Bad,11," 43,826 ",,,,,,,,
NO,Charlotte-IV,101081,Data Analyst,10,39,Best,11," 45,321 ",,,,,,,,
NO,Nicholas-IV,101736,Data Scientist,14,58.5,Bad,6," 61,719 ",,,,,,,,
NO,Kirsten-IV,101745,Data Analyst,10,39,Good,10," 58,538 ",,,,,,,,
NO,Kevin-IV,101749,Business Analyst,14,58.5,Good,6," 98,342 ",,,,,,,,
NO,Jenna-IV,101085,Data Scientist,6,58.5,Good,11," 96,192 ",,,,,,,,
YES,Daniel-IV,101150,Data Scientist,10,39,Bad,11," 59,575 ",,,,,,,,
NO,Eleanor-IV,101753,Domain Expert,6,78,Best,4," 74,163 ",,,,,,,,
NO,Miranda-IV,101754,Business Analyst,6,39,Good,8," 84,132 ",,,,,,,,
YES,Sawyer-IV,101220,Business Analyst,6,58.5,Bad,11," 53,483 ",,,,,,,,
YES,Kate-IV,101295,Domain Expert,6,39,Good,11," 94,006 ",,,,,,,,
NO,Fenton-IV,101309,Data Engineer,12,58.5,Good,11," 57,536 ",,,,,,,,
NO,Roland-IV,101763,Domain Expert,10,58.5,Good,8," 62,380 ",,,,,,,,
NO,Daisy-IV,101766,Domain Expert,10,39,Good,2," 68,471 ",,,,,,,,
YES,Mary-IV,101389,Data Scientist,10,58.5,Bad,11," 72,807 ",,,,,,,,
YES,Stuart-IV,101459,Data Scientist,6,39,Good,11," 87,736 ",,,,,,,,
NO,Grace-IV,101770,Chief Data Scientist,6,39,Good,2," 224,326 ",,,,,,,,
YES,Violet-IV,101612,Business Analyst,10,39,Good,11," 51,669 ",,,,,,,,
NO,Isabella-IV,101775,Data Scientist,14,39,Bad,4," 152,767 ",,,,,,,,
NO,Luke-IV,101673,Domain Expert,6,39,Bad,1," 64,525 ",,,,,,,,
NO,Aiden-IV,101779,Business Analyst,6,58.5,Good,3," 71,040 ",,,,,,,,
YES,Jared-IV,101727,Domain Expert,8,58.5,Good,11," 65,538 ",,,,,,,,
NO,Honey-IV,101782,Data Engineer,6,58.5,Good,6," 43,620 ",,,,,,,,
NO,Belinda-IV,101783,Data Engineer,12,117,Good,2," 38,256 ",,,,,,,,
YES,Patrick-IV,101794,Database Administrator,8,78,Bad,11," 47,969 ",,,,,,,,
